"","iliad.txt","odyssey.txt"
"enjoyd",5,0
"enlarg",7,0
"enlighten",3,0
"enlist",2,0
"enliven",1,0
"enmiti",2,0
"ennius",1,0
"ennobl",4,0
"ennomus",3,0
"enop",3,0
"enorm",22,0
"enough",80,0
"enoughwhen",1,0
"enquir",1,0
"enrag",9,0
"enrich",6,0
"enrichd",5,0
"ensanguin",4,0
"enshrin",1,0
"enshroud",1,0
"ensign",5,0
"enslav",2,0
"ensu",6,0
"ensur",3,0
"entail",1,0
"entangl",1,0
"enter",40,0
"enterd",6,0
"enterpris",5,0
"entertain",20,0
"enteuthen",1,0
"enthral",2,0
"enthron",2,0
"enthusiasm",3,0
"enthusiast",1,0
"entir",20,0
"entiti",6,0
"entitl",1,0
"entrail",13,0
"entranc",19,0
"entreat",13,0
"entreati",2,0
"entrench",1,0
"entri",2,0
"enumer",5,0
"enunci",1,0
"envelop",2,0
"envenomd",1,0
"envi",8,0
"envious",3,0
"environ",1,0
"envoy",1,0
"enwrap",2,0
"epa",1,0
"epaean",2,0
"epalt",1,0
"epean",4,0
"epeian",6,0
"epekrataes",1,0
"eperitus",1,0
"epeus",6,0
"ephialt",5,0
"ephyr",3,0
"ephyra",2,0
"ephyrian",1,0
"epi",1,0
"epic",16,0
"epicast",2,0
"epicichlidia",1,0
"epicl",2,0
"epicsth",1,0
"epidaur",1,0
"epigeus",1,0
"epigoni",1,0
"epigram",1,0
"episch",1,0
"episod",12,0
"epistl",1,0
"epistor",1,0
"epistrophus",2,0
"epitaeoeimasi",1,0
"epitaph",1,0
"epithet",18,0
"epitomis",1,0
"epo",1,0
"epoch",1,0
"epoiei",1,0
"equal",84,0
"equalld",1,0
"equip",8,0
"equit",8,0
"equival",3,0
"equivoc",1,0
"eras",1,0
"ere",52,0
"erebus",3,0
"erebusbrid",1,0
"erechtheus",1,0
"erect",12,0
"erectheus",1,0
"erembian",1,0
"eretmeus",1,0
"eretria",1,0
"ereuthalion",3,0
"eri",1,0
"erichthonius",2,0
"ericthonius",1,0
"erini",1,0
"erinni",1,0
"eriny",2,0
"eriphyl",1,0
"err",1,0
"errand",5,0
"errd",5,0
"error",9,0
"eryalus",1,0
"eryma",2,0
"erymanthus",1,0
"erythinus",1,0
"erythra",3,0
"eryx",7,0
"escap",52,0
"esconc",1,0
"escort",23,0
"esoter",1,0
"especi",21,0
"espi",4,0
"espous",3,0
"essay",4,0
"essayd",1,0
"essenti",5,0
"establish",4,0
"estat",27,0
"esteem",2,0
"esteemd",1,0
"estia",1,0
"estiator",1,0
"estim",4,0
"estionto",1,0
"etant",1,0
"etc",14,0
"eteocretan",1,0
"eteon",1,0
"eteoneus",5,0
"etern",64,0
"etext",2,0
"ether",44,0
"ethic",1,0
"ethiop",1,0
"ethiopia",2,0
"ethiopian",7,0
"etiquett",1,0
"etna",1,0
"etymolog",2,0
"euaemon",1,0
"euanth",1,0
"euboea",3,0
"euboean",1,0
"euchenor",1,0
"eudorus",1,0
"eufemia",1,0
"eulog",1,0
"eum",1,0
"eumaeus",79,0
"eumaeuss",3,0
"eumed",2,0
"eumelus",11,0
"eunaeus",3,0
"euodo",1,0
"eupeith",7,0
"euphemus",1,0
"euphet",1,0
"euphorbus",7,0
"eupoiiato",1,0
"eur",1,0
"euripid",2,0
"europ",1,0
"europa",1,0
"euryad",1,0
"euryalus",9,0
"euryb",5,0
"euryclea",45,0
"eurydama",1,0
"eurydamass",1,0
"eurydamus",1,0
"eurydic",1,0
"eurylochus",13,0
"eurymachus",29,0
"eurymedon",4,0
"eurymedusa",4,0
"eurymus",1,0
"eurynom",22,0
"eurynomus",2,0
"eurypylus",13,0
"eurystheus",2,0
"euryt",1,0
"eurytus",6,0
"eustathius",2,0
"eutresi",1,0
"euxin",1,0
"evad",1,0
"evaemon",1,0
"eve",2,0
"even",293,0
"evenor",2,0
"event",19,0
"eventu",1,0
"evenus",1,0
"ever",162,0
"everdear",1,0
"everdread",1,0
"everfertil",1,0
"everfruit",1,0
"everhonourd",2,0
"everi",289,0
"everlast",14,0
"everliv",1,0
"evermor",1,0
"everopen",1,0
"everpleas",3,0
"everwak",1,0
"everybodi",6,0
"everyon",2,0
"everyth",57,0
"everythinga",1,0
"everywher",7,0
"evid",27,0
"evil",44,0
"evinc",2,0
"evippus",1,0
"evri",1,0
"ewe",12,0
"ewer",8,0
"exact",20,0
"exactitud",1,0
"exagger",3,0
"exalt",10,0
"examin",9,0
"exampl",27,0
"excav",1,0
"exceed",14,0
"excel",64,0
"excelld",5,0
"except",39,0
"excess",5,0
"exchang",6,0
"excit",13,0
"exclaim",19,0
"exclaimd",1,0
"exclus",3,0
"excurs",1,0
"excus",13,0
"execut",7,0
"exempt",9,0
"exercis",7,0
"exert",14,0
"exhal",4,0
"exhaust",6,0
"exhaustless",2,0
"exhauststil",1,0
"exhibit",3,0
"exhort",9,0
"exig",1,0
"exil",11,0
"exist",32,0
"exit",3,0
"exod",1,0
"exousin",1,0
"exp",1,0
"expand",5,0
"expans",5,0
"expati",3,0
"expect",54,0
"expedi",1,0
"expedit",5,0
"expel",3,0
"expelld",4,0
"expend",2,0
"expens",8,0
"experi",8,0
"experienc",9,0
"expert",2,0
"expiat",1,0
"expir",31,0
"explain",23,0
"explaind",1,0
"explan",9,0
"explanatori",1,0
"explic",1,0
"exploit",8,0
"explor",17,0
"exploresparadis",1,0
"export",3,0
"expos",7,0
"exposit",1,0
"expound",1,0
"express",33,0
"expressd",15,0
"expressli",3,0
"expung",1,0
"exquisit",8,0
"extant",1,0
"extemporan",1,0
"extend",66,0
"extens",7,0
"extent",13,0
"extermin",1,0
"extern",1,0
"extinct",1,0
"extinguish",1,0
"extinguishd",2,0
"extirp",1,0
"extolld",2,0
"extra",1,0
"extract",4,0
"extraordinari",2,0
"extraordinarili",1,0
"extravag",3,0
"extrem",11,0
"extremest",2,0
"extric",1,0
"exuber",1,0
"exult",15,0
"eye",391,0
"eyebal",15,0
"eyebrow",5,0
"eyelid",6,0
"eyesand",1,0
"eyesight",1,0
"eyethat",1,0
"fab",2,0
"fabl",12,0
"fableif",1,0
"fabric",6,0
"faccia",1,0
"face",126,0
"facil",3,0
"fact",35,0
"faction",3,0
"factious",2,0
"faculti",5,0
"fade",4,0
"fadst",1,0
"fail",26,0
"faild",6,0
"fain",4,0
"faint",37,0
"fainter",2,0
"faintheart",1,0
"fair",216,0
"fairbank",2,0
"fairer",1,0
"fairest",6,0
"fairhair",2,0
"fairhaird",1,0
"fairi",1,0
"faith",41,0
"faithless",10,0
"falchion",30,0
"falcon",8,0
"fall",280,0
"fallaci",2,0
"fallatrid",1,0
"fallen",32,0
"falln",1,0
"fallow",4,0
"fals",16,0
"falsehood",6,0
"falter",2,0
"fama",1,0
"fame",172,0
"famili",23,0
"familiar",16,0
"famill",1,0
"familyfor",1,0
"famin",3,0
"famish",1,0
"famishd",1,0
"famous",13,0
"fan",4,0
"fanci",27,0
"fane",16,0
"far",248,0
"farbeam",4,0
"fardart",1,0
"fare",13,0
"farecho",1,0
"farewel",7,0
"farfam",4,0
"farfetch",1,0
"farm",12,0
"farseen",2,0
"farshoot",2,0
"farspread",1,0
"farther",5,0
"farthest",2,0
"fashion",6,0
"fashiond",1,0
"fasqu",1,0
"fast",76,0
"fasten",13,0
"fastend",2,0
"faster",3,0
"fastfal",1,0
"fat",37,0
"fatal",57,0
"fate",315,0
"father",408,0
"fatherfor",1,0
"fatherinlawwhich",1,0
"fathom",3,0
"fatigu",2,0
"fatten",3,0
"fattend",1,0
"fattest",1,0
"fatuous",1,0
"fault",25,0
"faultless",1,0
"favognana",4,0
"favor",1,0
"favour",53,0
"favourd",13,0
"favourit",10,0
"fawn",12,0
"fear",212,0
"feard",16,0
"fearless",12,0
"feast",89,0
"feat",5,0
"feather",4,0
"featherd",8,0
"featur",14,0
"februari",1,0
"feckless",2,0
"fecund",1,0
"fed",32,0
"feder",4,0
"fee",24,0
"feebl",24,0
"feebler",4,0
"feebli",1,0
"feed",29,0
"feel",71,0
"feelingth",1,0
"feet",111,0
"feign",1,0
"felic",1,0
"felix",1,0
"fell",181,0
"felld",5,0
"fellow",48,0
"fellowcitizen",1,0
"fellowfeel",1,0
"fellowserv",1,0
"fellowshow",1,0
"fellowso",1,0
"fellowstud",1,0
"felt",40,0
"femal",15,0
"feminin",1,0
"fen",2,0
"fenc",10,0
"fenni",1,0
"feroci",1,0
"feronia",1,0
"ferret",1,0
"fertil",10,0
"fervent",3,0
"fervid",1,0
"fest",1,0
"festiv",13,0
"festoon",1,0
"fetch",29,0
"fetchd",1,0
"fetlock",1,0
"fetter",6,0
"feud",2,0
"feudal",1,0
"fever",1,0
"fewer",5,0
"fibr",4,0
"fiction",4,0
"fictionit",1,0
"fictiti",2,0
"field",359,0
"fieldmic",1,0
"fiend",4,0
"fier",1,0
"fierc",179,0
"fiercer",11,0
"fiercest",5,0
"fieri",33,0
"fieryhelmd",1,0
"fifteen",1,0
"fifteenth",1,0
"fifth",7,0
"fifti",30,0
"fiftytwo",2,0
"fig",10,0
"fight",344,0
"figtre",2,0
"figur",30,0
"file",14,0
"filenam",2,0
"filial",1,0
"fill",97,0
"filld",22,0
"fillet",1,0
"film",1,0
"filth",3,0
"filthi",2,0
"final",4,0
"financi",2,0
"find",167,0
"fine",52,0
"finelook",1,0
"finer",4,0
"finest",11,0
"finger",5,0
"fini"",",1,0
"finish",25,0
"finishd",5,0
"fior",1,0
"fir",5,0
"fire",268,0
"firebrand",1,0
"fireeat",1,0
"firelight",1,0
"firese",1,0
"firesid",1,0
"firewood",7,0
"firm",27,0
"firmament",8,0
"firmest",1,0
"first",414,0
"firstborn",4,0
"firstl",4,0
"firstrat",1,0
"fish",21,0
"fisherman",2,0
"fishermen",3,0
"fishfag",1,0
"fishi",1,0
"fishlik",1,0
"fist",1,0
"fit",60,0
"fiu",1,0
"fium",1,0
"five",20,0
"fiveprong",1,0
"fix",28,0
"fixd",78,0
"flaccus",1,0
"flag",2,0
"flaggi",1,0
"flagiti",2,0
"flaki",1,0
"flame",165,0
"flami",1,0
"flank",8,0
"flash",20,0
"flashd",13,0
"flat",7,0
"flatter",9,0
"flatteri",3,0
"flavour",2,0
"flaw",2,0
"flax",1,0
"flaxman",1,0
"flay",6,0
"flea",2,0
"fled",56,0
"fledg",1,0
"fleec",17,0
"fleeci",11,0
"fleet",113,0
"fleetest",4,0
"flesh",16,0
"fleshwhen",1,0
"flew",107,0
"flexion",1,0
"fli",332,0
"flie",1,0
"fliest",1,0
"flight",98,0
"fling",7,0
"flinti",1,0
"flit",6,0
"float",25,0
"flock",48,0
"flockd",1,0
"flood",76,0
"floodgat",1,0
"floor",19,0
"florian",1,0
"flounc",2,0
"flounder",1,0
"flour",2,0
"flourish",5,0
"flourishd",3,0
"flow",77,0
"flowd",10,0
"flower",27,0
"floweret",2,0
"floweri",10,0
"fluctuat",2,0
"fluenci",3,0
"fluid",1,0
"flung",20,0
"flushd",2,0
"flute",1,0
"flutter",3,0
"fluttr",1,0
"flux",1,0
"foal",3,0
"foam",51,0
"foamd",1,0
"foami",3,0
"foe",237,0
"foggi",2,0
"fold",28,0
"foliag",1,0
"folk",3,0
"folli",14,0
"follow",162,0
"followd",13,0
"followdramat",1,0
"fond",29,0
"fonder",2,0
"fontana",1,0
"food",33,0
"fool",20,0
"foolish",9,0
"foot",70,0
"foothold",1,0
"footnot",2,0
"footrac",1,0
"footstep",10,0
"footstool",13,0
"forag",2,0
"forbad",6,0
"forbear",24,0
"forbid",24,0
"forbidden",7,0
"forc",317,0
"forceth",1,0
"forcibl",2,0
"ford",2,0
"fore",2,0
"forebod",3,0
"forecourt",2,0
"foredoomd",3,0
"forefath",4,0
"forego",9,0
"forehead",10,0
"foreign",35,0
"foreknowledg",1,0
"foreland",2,0
"foremost",38,0
"forenoon",1,0
"foreright",1,0
"forerun",1,0
"forerunn",1,0
"foresaw",1,0
"forese",1,0
"foreseen",3,0
"forest",40,0
"forestay",3,0
"foresworn",1,0
"foretel",2,0
"foretold",2,0
"forev",1,0
"forewarn",2,0
"forewarnd",3,0
"forfeit",8,0
"forg",8,0
"forgav",1,0
"forgeri",1,0
"forget",30,0
"forgiv",11,0
"forgo",2,0
"forgot",10,0
"forgotten",9,0
"fork",1,0
"forki",6,0
"forlorn",1,0
"form",134,0
"formal",5,0
"format",14,0
"formd",15,0
"former",29,0
"formich",1,0
"formid",7,0
"forsak",14,0
"forsook",8,0
"forsworn",1,0
"fort",4,0
"forth",112,0
"forthspring",1,0
"forthwith",8,0
"forti",10,0
"fortieth",1,0
"fortif",4,0
"fortifi",2,0
"fortitud",1,0
"fortress",3,0
"fortun",33,0
"fortunetel",1,0
"forum",1,0
"forward",31,0
"forwarnd",1,0
"foss",2,0
"foster",1,0
"fought",29,0
"foul",7,0
"foulmouth",1,0
"found",166,0
"foundat",62,0
"fount",5,0
"fountain",27,0
"four",34,0
"fourfold",3,0
"fourscor",1,0
"fourteenth",2,0
"fourth",18,0
"fourwheel",1,0
"fowl",5,0
"frag",1,0
"fragment",15,0
"fragranc",5,0
"fragrant",13,0
"frail",1,0
"frailti",2,0
"frame",29,0
"framework",1,0
"franc",1,0
"frank",2,0
"frantic",18,0
"fraud",13,0
"fraudul",1,0
"fraught",1,0
"fray",12,0
"freak",1,0
"free",47,0
"freeboot",1,0
"freed",6,0
"freedom",3,0
"freeli",12,0
"freeman",1,0
"freemen",1,0
"freez",4,0
"freight",6,0
"french",2,0
"frenzi",4,0
"frequent",15,0
"fresh",29,0
"freshbleed",1,0
"freshrisen",1,0
"freshslaught",1,0
"fret",3,0
"fri",3,0
"friend",337,0
"friendsfor",1,0
"friendship",30,0
"friez",1,0
"fright",20,0
"frighten",9,0
"frigid",2,0
"fring",2,0
"frisk",1,0
"fro",2,0
"frog",2,0
"fromfor",1,0
"front",59,0
"frontier",2,0
"frost",3,0
"frosti",1,0
"froud",1,0
"froward",1,0
"frown",10,0
"frownd",2,0
"frozen",2,0
"frugal",2,0
"fruit",37,0
"fruitless",7,0
"frustrat",5,0
"fsa",1,0
"fuddl",1,0
"fuel",3,0
"fugg",1,0
"fugit",2,0
"ful",2,0
"fulfil",18,0
"fulfilld",3,0
"fulgid",1,0
"full",217,0
"fullblown",1,0
"fulldescend",1,0
"fuller",1,0
"fullerhand",1,0
"fullest",1,0
"fullgrown",1,0
"fulli",8,0
"fume",3,0
"function",2,0
"fund",1,0
"fundament",1,0
"funer",50,0
"funni",1,0
"fur",3,0
"furi",151,0
"furioso",3,0
"furious",77,0
"furl",2,0
"furld",1,0
"furnac",4,0
"furnish",9,0
"furri",1,0
"furrow",8,0
"furrowd",3,0
"further",4,0
"furthermor",10,0
"furthest",2,0
"furygoddess",1,0
"fus",1,0
"fustian",2,0
"futur",43,0
"gabriel",1,0
"gadfli",1,0
"gaia",2,0
"gain",51,0
"gaind",4,0
"gainsay",2,0
"gainst",1,0
"gait",1,0
"galatea",1,0
"gale",21,0
"galen",1,0
"gall",6,0
"gallant",11,0
"galld",2,0
"galley",6,0
"gambol",2,0
"game",22,0
"ganym",2,0
"ganymed",1,0
"gap",2,0
"gape",9,0
"gar",2,0
"garden",13,0
"gardenerwhat",1,0
"garland",2,0
"garlic",1,0
"garment",12,0
"garth",1,0
"gash",1,0
"gashd",5,0
"gasp",17,0
"gate",103,0
"gatehous",11,0
"gateway",7,0
"gather",60,0
"gatherd",9,0
"gaudi",1,0
"gaunt",1,0
"gauntlet",2,0
"gauntletfight",1,0
"gave",202,0
"gavest",1,0
"gavst",2,0
"gay",13,0
"gaze",31,0
"gbnewbypglaforg",2,0
"gear",6,0
"gees",6,0
"gellius",1,0
"gelo",1,0
"gem",7,0
"gen",1,0
"genealog",2,0
"general",91,0
"generat",10,0
"generos",1,0
"generous",101,0
"genesi",2,0
"genial",15,0
"genius",14,0
"genrous",1,0
"gent",1,0
"gentil",1,0
"gentl",38,0
"gentleman",2,0
"gentlemen",1,0
"gentler",1,0
"gentlest",1,0
"genuin",6,0
"genus",1,0
"geograph",2,0
"geographi",1,0
"georg",2,0
"georgic",1,0
"geraestus",1,0
"geren",1,0
"gerenian",4,0
"gerichtsr",1,0
"germ",4,0
"german",3,0
"germana",1,0
"geronta",1,0
"gestur",1,0
"get",199,0
"gewgaw",1,0
"ghast",11,0
"ghost",73,0
"giannitrapani",1,0
"giant",11,0
"giantcors",1,0
"giantess",1,0
"giantprid",1,0
"giantwarrior",1,0
"gibber",1,0
"gibe",7,0
"giddi",4,0
"gier",8,0
"gierusalemm",1,0
"gift",89,0
"gigant",7,0
"giggl",1,0
"gild",20,0
"giovinezza",1,0
"gird",14,0
"girdl",7,0
"girl",23,0
"girt",2,0
"giung",1,0
"give",318,0
"given",145,0
"giver",4,0
"givest",1,0
"glad",55,0
"gladden",2,0
"gladdend",1,0
"glade",1,0
"gladlyalcin",1,0
"gladsom",1,0
"glanc",12,0
"glaphyra",1,0
"glare",20,0
"glass",2,0
"glassi",1,0
"glauc",1,0
"glaucus",27,0
"gleam",14,0
"gleamd",2,0
"gleami",2,0
"glean",1,0
"glebe",1,0
"glee",1,0
"glide",20,0
"glimmer",4,0
"glissa",1,0
"glisten",2,0
"glitter",41,0
"glitterd",10,0
"globe",7,0
"gloom",9,0
"gloomi",41,0
"glori",164,0
"glorifi",2,0
"glorious",82,0
"glossi",2,0
"glove",1,0
"glow",46,0
"glowd",7,0
"glowst",1,0
"glut",12,0
"glutton",3,0
"gnash",3,0
"gnashd",1,0
"gnaw",2,0
"gnomol",1,0
"gnomologia",2,0
"gnossus",2,0
"goad",1,0
"goal",14,0
"goat",55,0
"goatherd",6,0
"goatskin",2,0
"goatsmilk",1,0
"gobbet",1,0
"gobbl",1,0
"goblet",25,0
"gobletwhich",1,0
"god",893,0
"godand",1,0
"godbuilt",1,0
"godcould",1,0
"goddescend",1,0
"goddess",172,0
"goddessborn",3,0
"goddessmoth",5,0
"goddesss",1,0
"godfear",1,0
"godhead",10,0
"godless",1,0
"godlik",77,0
"godsgath",1,0
"godsperhap",1,0
"goe",32,0
"gofrom",1,0
"gold",132,0
"golden",126,0
"goldenthron",1,0
"goldof",1,0
"goldsmith",2,0
"gone",90,0
"gonoessa",1,0
"good",270,0
"goodhumour",1,0
"goodliest",2,0
"goodnatur",1,0
"goos",2,0
"gordius",1,0
"gore",91,0
"gorg",2,0
"gorgeous",2,0
"gorget",1,0
"gorgon",6,0
"gorgythio",1,0
"gori",4,0
"gortyn",1,0
"gortyna",1,0
"gossam",2,0
"gossip",3,0
"got",183,0
"gotten",1,0
"govern",7,0
"gowhi",1,0
"gown",1,0
"grace",138,0
"gracious",5,0
"gradual",5,0
"graea",1,0
"graecia",3,0
"graecism",1,0
"graft",1,0
"grain",14,0
"grammarian",5,0
"grammaticus",1,0
"grand",8,0
"grandeur",2,0
"grandfath",1,0
"grandmoth",1,0
"grandsir",4,0
"grandson",4,0
"granicus",2,0
"grant",55,0
"grape",8,0
"grapherthai",1,0
"graphic",1,0
"grappl",1,0
"grasp",21,0
"graspd",7,0
"grass",8,0
"grasshopp",1,0
"grassi",6,0
"grate",24,0
"gratifi",3,0
"gratitud",4,0
"grave",23,0
"graviti",2,0
"gray",1,0
"graze",8,0
"greas",1,0
"great",686,0
"greater",31,0
"greatest",27,0
"greav",4,0
"grece",1,0
"grecian",214,0
"greec",235,0
"greecemur",1,0
"greedi",2,0
"greek",395,0
"greeksand",1,0
"greekspeak",2,0
"green",25,0
"greet",15,0
"gregori",2,0
"grew",30,0
"grewald",1,0
"grey",16,0
"greyey",2,0
"gridiron",1,0
"grief",95,0
"griev",45,0
"grievanc",2,0
"grievst",1,0
"griffith",1,0
"grill",2,0
"grillth",1,0
"grim",23,0
"grimthorp",3,0
"grin",3,0
"grind",12,0
"grinnd",2,0
"grip",3,0
"gripe",2,0
"grisli",6,0
"groan",88,0
"groand",4,0
"groaningto",1,0
"groin",2,0
"groov",1,0
"grope",1,0
"gross",7,0
"grosser",1,0
"grossli",1,0
"grote",18,0
"grotta",1,0
"grotto",1,0
"ground",276,0
"groundless",1,0
"groundparch",1,0
"groundplan",1,0
"groundwork",1,0
"group",6,0
"grove",24,0
"grovel",5,0
"grovelld",1,0
"grow",59,0
"growl",3,0
"grown",20,0
"growth",1,0
"grudg",9,0
"gruesom",1,0
"grunt",1,0
"guard",88,0
"guardian",32,0
"guardiangod",1,0
"guardianship",1,0
"guardless",3,0
"guardst",1,0
"guerrieri",1,0
"guess",3,0
"guest",54,0
"guestmi",1,0
"guestshow",1,0
"guid",53,0
"guidanc",4,0
"guideless",2,0
"guil",5,0
"guild",3,0
"guilelessh",1,0
"guilt",4,0
"guilti",15,0
"guiltless",14,0
"gulf",6,0
"gulfi",2,0
"gull",1,0
"guneus",1,0
"gunwal",1,0
"gush",13,0
"gushd",3,0
"gust",5,0
"gut",2,0
"gutenberg",61,0
"gutenbergtm",57,0
"gutenbergtrad",57,0
"gyga",1,0
"gyge",1,0
"gyra",2,0
"gyrton",1,0
"habit",9,0
"habitationsanthon",1,0
"habitu",1,0
"hack",1,0
"hackd",1,0
"hade",31,0
"hadesulyss",1,0
"hadst",6,0
"haelio",1,0
"haemon",1,0
"haggard",2,0
"hail",19,0
"haild",2,0
"hair",55,0
"hairi",1,0
"half",65,0
"halfbroth",1,0
"halfburnd",1,0
"halfembark",1,0
"halfforc",1,0
"halfkindr",1,0
"halfopend",1,0
"halfpenni",1,0
"halfpersuad",1,0
"halfrecoverd",1,0
"halftilld",1,0
"haliartus",1,0
"halic",1,0
"halicarnassus",2,0
"halifax",1,0
"halio",1,0
"halithers",5,0
"halius",2,0
"halizonian",3,0
"hall",15,0
"hallam",1,0
"halloaballoo",1,0
"halt",4,0
"halv",2,0
"hamelei",1,0
"hamlet",1,0
"hammer",2,0
"hamopaon",1,0
"hampton",1,0
"hand",653,0
"handa",1,0
"handan",2,0
"handi",1,0
"handiwork",1,0
"handl",19,0
"handlehol",1,0
"handmaid",12,0
"handnot",2,0
"handsom",8,0
"handsomest",2,0
"handwif",1,0
"hang",39,0
"hanger",1,0
"hangeth",1,0
"hanker",1,0
"hanov",1,0
"hapless",15,0
"hapli",2,0
"happen",48,0
"happi",44,0
"happier",9,0
"happiest",1,0
"happili",2,0
"har",4,0
"harangu",1,0
"harass",4,0
"harbour",33,0
"harbourd",1,0
"harcourt",1,0
"hard",91,0
"harden",1,0
"hardend",1,0
"harder",4,0
"hardest",2,0
"hardgot",1,0
"hardi",17,0
"hardouin",1,0
"hardship",13,0
"hare",3,0
"harefoot",1,0
"hark",2,0
"harm",27,0
"harma",1,0
"harmless",6,0
"harmon",1,0
"harmoni",8,0
"harnessd",2,0
"harold",1,0
"harp",4,0
"harpalion",1,0
"harpi",2,0
"harsh",1,0
"hart",5,0
"harvest",20,0
"hash",1,0
"hast",113,0
"hasten",11,0
"hastend",2,0
"hastenight",1,0
"hasti",14,0
"hastili",2,0
"hatch",7,0
"hatchet",1,0
"hate",64,0
"hath",8,0
"hatr",2,0
"haughti",34,0
"haughtiest",1,0
"haul",1,0
"haunch",1,0
"haunt",5,0
"haven",4,0
"havoc",5,0
"hawk",3,0
"hawser",9,0
"hazard",8,0
"head",291,0
"headfor",1,0
"headland",8,0
"headless",2,0
"headlin",2,0
"headlong",37,0
"headpear",1,0
"headstal",1,0
"headstrong",3,0
"heal",11,0
"heald",2,0
"healer",2,0
"health",3,0
"healthi",2,0
"heap",103,0
"heapd",15,0
"heapi",5,0
"hear",212,0
"heard",179,0
"heardbut",1,0
"hearer",9,0
"hearst",1,0
"heart",276,0
"heartdo",1,0
"hearten",2,0
"heartend",1,0
"heartfelt",1,0
"hearth",10,0
"hearti",4,0
"heartili",5,0
"heartless",5,0
"heartpierc",2,0
"heartsuch",1,0
"heartswast",1,0
"heartth",1,0
"heat",23,0
"heathen",1,0
"heav",50,0
"heaven",567,0
"heavenbr",2,0
"heavendefend",4,0
"heaveneumaeus",1,0
"heavenf",2,0
"heavenlyborn",1,0
"heavenprotect",1,0
"heavens",2,0
"heaventaught",1,0
"heavenward",1,0
"heavi",42,0
"heavier",6,0
"heaviest",1,0
"heavili",10,0
"heavn",10,0
"hebe",5,0
"hebegrot",1,0
"hebrus",1,0
"hecamed",2,0
"hecatomb",31,0
"hector",461,0
"hectorean",2,0
"hecuba",9,0
"heed",22,0
"heedless",2,0
"heel",9,0
"heeren",6,0
"hegoat",1,0
"heifer",29,0
"height",38,0
"heighten",1,0
"heinous",1,0
"heir",18,0
"heird",2,0
"hekaebolo",1,0
"held",99,0
"helen",78,0
"helena",1,0
"helenus",9,0
"heleon",1,0
"helic",4,0
"helicon",1,0
"helio",1,0
"hell",39,0
"hella",7,0
"hellenesa",1,0
"hellenian",1,0
"hellespont",10,0
"hellespontus",1,0
"hellhoundfor",1,0
"helm",37,0
"helmet",57,0
"helmsman",3,0
"helo",1,0
"help",75,0
"helpd",3,0
"helpless",15,0
"hem",2,0
"hemistitch",1,0
"hemmd",1,0
"hemus",1,0
"henc",55,0
"henceforth",7,0
"henceforward",6,0
"henchmen",1,0
"henetia",1,0
"henri",1,0
"heracl",1,0
"heraclid",3,0
"herald",50,0
"herb",10,0
"herbag",4,0
"hercul",24,0
"herculean",1,0
"hercynia",1,0
"herd",30,0
"herdsman",4,0
"herdsmen",5,0
"hereabout",2,0
"hereaft",11,0
"hereditari",4,0
"heretofor",2,0
"herilus",1,0
"herm",22,0
"hermaean",1,0
"hermion",5,0
"hermoin",1,0
"hermuch",1,0
"hermus",1,0
"hero",350,0
"herod",2,0
"herodot",2,0
"herodotean",1,0
"herodotus",5,0
"heroic",13,0
"heroica",1,0
"heroin",1,0
"heron",1,0
"herselffor",1,0
"hesiod",7,0
"hesioda",1,0
"hesit",2,0
"hesper",2,0
"hestiomenoi",1,0
"hesychius",1,0
"hew",1,0
"hewd",3,0
"hewhat",1,0
"hewn",2,0
"hexamet",1,0
"heyday",2,0
"hicetaon",3,0
"hid",11,0
"hidden",15,0
"hide",63,0
"hideous",4,0
"hie",3,0
"hierarchi",1,0
"hieroglyph",1,0
"high",259,0
"highbound",4,0
"highemin",1,0
"higher",10,0
"highest",15,0
"highf",1,0
"highhand",3,0
"highhung",1,0
"highlift",2,0
"highres",1,0
"highthron",3,0
"hightow",3,0
"highway",1,0
"highwrought",1,0
"hill",59,0
"hilt",2,0
"hima",1,0
"himbut",1,0
"himhi",1,0
"himif",2,0
"himon",2,0
"himselffor",1,0
"himselflectur",1,0
"himth",1,0
"hind",10,0
"hinder",5,0
"hindmost",3,0
"hing",7,0
"hint",4,0
"hip",4,0
"hippasian",1,0
"hippasus",2,0
"hippocoon",1,0
"hippodam",2,0
"hippodama",1,0
"hippodamia",2,0
"hippodamus",1,0
"hippolochus",1,0
"hippomachus",1,0
"hippomedon",1,0
"hippomolgian",2,0
"hippon",1,0
"hippoplacia",2,0
"hippoplacus",1,0
"hippot",2,0
"hippota",1,0
"hippoth",5,0
"hira",2,0
"hire",1,0
"hiss",19,0
"hissarlik",1,0
"hissd",6,0
"hist",2,0
"histor",11,0
"histori",23,0
"historian",1,0
"hit",23,0
"hither",20,0
"hitherto",6,0
"hive",3,0
"hoar",2,0
"hoari",34,0
"hoars",1,0
"hoarseresound",3,0
"hobb",3,0
"hobbl",1,0
"hodius",1,0
"hoe",1,0
"hog",1,0
"hogget",1,0
"hoid",1,0
"hoist",9,0
"hold",119,0
"holder",8,0
"hole",12,0
"holi",22,0
"hollow",31,0
"hom",5,0
"homag",1,0
"home",254,0
"homemor",1,0
"homeopath",1,0
"homer",222,0
"homerani",1,0
"homerica",2,0
"homero",3,0
"homerth",1,0
"homestead",4,0
"homeward",11,0
"homicid",5,0
"honain",1,0
"honest",5,0
"honesti",4,0
"honey",11,0
"honeycomb",1,0
