"","iliad.txt","odyssey.txt"
"sunlight",2,0
"sunris",4,0
"sunset",2,0
"sunshin",4,0
"suo",1,0
"sup",4,0
"superb",1,0
"superhuman",1,0
"superinduc",1,0
"superintend",2,0
"superior",56,0
"supernatur",2,0
"supernumerari",1,0
"supersed",1,0
"superstit",3,0
"superstiti",1,0
"superstructur",1,0
"supin",11,0
"supper",40,0
"suppl",1,0
"supplement",1,0
"suppli",28,0
"suppliant",38,0
"supplic",8,0
"support",43,0
"suppos",50,0
"supposit",3,0
"suppress",4,0
"suppressd",7,0
"suprem",14,0
"sur",1,0
"surceas",1,0
"surcharg",1,0
"sure",97,0
"surer",2,0
"surest",1,0
"surf",3,0
"surfac",14,0
"surfbeaten",1,0
"surg",10,0
"surgeon",2,0
"surgic",1,0
"surnam",1,0
"surpass",8,0
"surpassd",8,0
"surpris",24,0
"surround",42,0
"survey",39,0
"surveyd",17,0
"surviv",13,0
"survivor",1,0
"suspect",19,0
"suspend",18,0
"suspens",2,0
"suspici",3,0
"suspicion",5,0
"sustain",29,0
"sustaind",10,0
"susten",1,0
"sutherland",1,0
"swagger",3,0
"swain",21,0
"swallow",5,0
"swam",7,0
"swamp",3,0
"swan",3,0
"swarm",10,0
"swarmd",1,0
"swarth",1,0
"sway",48,0
"swayd",9,0
"swear",22,0
"swearwhen",1,0
"sweat",30,0
"sweati",1,0
"sweep",27,0
"sweepi",1,0
"sweet",47,0
"sweetest",3,0
"sweetheart",2,0
"swell",45,0
"swelld",16,0
"swept",12,0
"swift",163,0
"swifter",6,0
"swiftest",7,0
"swiftfoot",1,0
"swiftglid",1,0
"swiftwingd",1,0
"swill",1,0
"swim",22,0
"swindler",1,0
"swine",5,0
"swineherd",60,0
"swing",3,0
"swollen",1,0
"swoln",2,0
"swoon",4,0
"swoop",4,0
"sword",112,0
"swordfish",1,0
"swordthirlwal",1,0
"swore",12,0
"sworn",5,0
"swung",3,0
"sycamor",1,0
"syllabl",1,0
"sylvan",11,0
"symbol",2,0
"symmetri",2,0
"sympath",1,0
"sympathi",4,0
"sympathizersoften",1,0
"symphora",1,0
"sympo",1,0
"symptom",2,0
"synod",7,0
"synonym",2,0
"syra",3,0
"syracus",7,0
"system",1,0
"systemwhich",1,0
"tabl",48,0
"tablet",4,0
"tacit",1,0
"tackl",1,0
"tact",2,0
"tactic",1,0
"tae",3,0
"taen",1,0
"tag",1,0
"tail",5,0
"taint",3,0
"take",346,0
"taken",75,0
"takethat",1,0
"tale",23,0
"talent",20,0
"talfourd",1,0
"talisman",1,0
"talk",72,0
"tall",33,0
"taller",8,0
"talli",1,0
"talon",7,0
"talthybius",7,0
"tamarisk",4,0
"tambour",2,0
"tambourfram",1,0
"tame",19,0
"tancr",1,0
"tant",1,0
"tantalus",1,0
"tanto",1,0
"taormina",1,0
"taper",2,0
"tapestri",2,0
"taphian",6,0
"tardi",4,0
"tardier",1,0
"targ",5,0
"target",5,0
"tarn",1,0
"tarph",1,0
"tartarean",2,0
"tartarus",2,0
"task",32,0
"tasso",6,0
"tast",29,0
"tatian",1,0
"tatter",6,0
"taught",24,0
"taunt",6,0
"tauromenium",1,0
"taurus",1,0
"tawdri",1,0
"tawni",2,0
"tax",15,0
"taxat",1,0
"taygetus",2,0
"taylor",1,0
"teach",10,0
"teacher",2,0
"team",3,0
"tear",146,0
"teatus",1,0
"tecmessa",1,0
"tectamus",1,0
"tecton",1,0
"tedious",5,0
"tedium",1,0
"teem",5,0
"teeth",13,0
"tegea",1,0
"teicho",1,0
"teiresia",17,0
"tela",1,0
"telamon",17,0
"telamonian",5,0
"telemachus",272,0
"telemachuss",10,0
"telemus",1,0
"telephus",1,0
"telepylo",1,0
"tell",311,0
"temesa",2,0
"temp",1,0
"temper",10,0
"temperd",4,0
"tempest",38,0
"tempestu",5,0
"templ",29,0
"templesyou",1,0
"temporari",3,0
"tempt",21,0
"ten",44,0
"tend",9,0
"tendenc",2,0
"tender",40,0
"tenderest",1,0
"tendon",2,0
"tenedo",4,0
"teneri",1,0
"teneriff",1,0
"tenfold",1,0
"tenor",3,0
"tenour",1,0
"tens",1,0
"tent",97,0
"tentamus",1,0
"tenth",16,0
"tenthra",1,0
"tenthredon",1,0
"tepid",1,0
"tere",1,0
"tergo",1,0
"term",54,0
"termin",3,0
"terpand",1,0
"terpesh",1,0
"terpnoi",1,0
"terra",1,0
"terrestri",2,0
"terribl",25,0
"terrif",7,0
"terrifi",2,0
"territori",2,0
"terror",47,0
"terrorstruck",1,0
"tesoro",1,0
"test",3,0
"testament",1,0
"testamentha",1,0
"testifi",2,0
"testimoni",4,0
"tethi",3,0
"teubner",1,0
"teucer",25,0
"teucri",1,0
"teuthra",1,0
"text",17,0
"textur",3,0
"thalia",1,0
"thalpius",1,0
"thamyri",1,0
"thank",15,0
"thankless",2,0
"thatchd",1,0
"thaumacia",1,0
"thaumantia",1,0
"thaw",1,0
"theano",3,0
"theanor",1,0
"theba",1,0
"thebai",2,0
"theban",15,0
"thebe",17,0
"thee",219,0
"theeh",1,0
"theft",1,0
"themand",2,0
"themcom",1,0
"theme",3,0
"themfor",1,0
"themgift",1,0
"themi",3,0
"themist",1,0
"themnev",1,0
"themnow",1,0
"themparadis",1,0
"thenc",46,0
"thenceforth",1,0
"thendigest",1,0
"thenfor",1,0
"thenh",1,0
"thenour",1,0
"theoclymenus",12,0
"theodor",2,0
"theon",1,0
"theophilus",1,0
"theori",21,0
"theorist",1,0
"there",1,0
"thereaft",2,0
"thereajax",1,0
"therebi",1,0
"therefor",140,0
"thereforeand",2,0
"therein",1,0
"thereof",1,0
"thereon",11,0
"thereupon",1,0
"therewith",1,0
"thersilochus",2,0
"thersit",5,0
"thesebehind",1,0
"theseid",1,0
"theseus",3,0
"thespia",1,0
"thesprotian",9,0
"thessali",4,0
"thessalia",3,0
"thessalian",4,0
"thessalus",1,0
"thestor",1,0
"thestorid",7,0
"theti",72,0
"theyd",1,0
"theyfor",1,0
"thi",946,0
"thia",1,0
"thick",92,0
"thickdescend",1,0
"thicken",18,0
"thickend",3,0
"thicker",1,0
"thickest",11,0
"thicket",12,0
"thickflam",1,0
"thicksucceed",1,0
"thief",2,0
"thiev",1,0
"thievish",1,0
"thigh",37,0
"thin",11,0
"thine",64,0
"thing",148,0
"think",145,0
"thinkst",3,0
"thinkthink",1,0
"thinner",1,0
"thinyou",1,0
"third",34,0
"thirlwal",3,0
"thirst",32,0
"thirsti",10,0
"thirteen",3,0
"thirteenth",5,0
"thirti",5,0
"thirtieth",2,0
"thisaft",1,0
"thisand",1,0
"thisb",1,0
"thismi",1,0
"thissh",1,0
"thisth",1,0
"thistledown",1,0
"thither",19,0
"thnetoisin",1,0
"tho",1,0
"thoa",13,0
"thoinaen",1,0
"tholepin",2,0
"thon",1,0
"thong",11,0
"thonghol",1,0
"thoo",2,0
"thoon",5,0
"thoosa",1,0
"thorn",2,0
"thorough",6,0
"thou",353,0
"though",271,0
"thought",145,0
"thoughtless",2,0
"thoughton",1,0
"thousand",36,0
"thousant",1,0
"thrace",9,0
"thracia",4,0
"thracian",19,0
"thrash",1,0
"thrasim",1,0
"thrasius",1,0
"thrasym",3,0
"thrasymed",6,0
"thread",2,0
"threat",31,0
"threaten",16,0
"threatend",7,0
"three",77,0
"threeandthirtieth",1,0
"threeandtwentieth",1,0
"threefold",2,0
"threshold",17,0
"threw",77,0
"thrice",37,0
"thriceplough",1,0
"thrift",1,0
"thrifti",1,0
"thrill",4,0
"thrilld",1,0
"thrinacian",5,0
"thrive",2,0
"throat",23,0
"throe",3,0
"throne",54,0
"throng",51,0
"throngd",2,0
"thronus",1,0
"throughout",28,0
"throw",56,0
"thrown",32,0
"thrush",1,0
"thrust",8,0
"thryoessa",1,0
"thryon",1,0
"thucyd",1,0
"thucydid",6,0
"thunder",162,0
"thunderbolt",10,0
"thunderd",6,0
"thundershow",1,0
"thus",753,0
"thusand",1,0
"thuso",1,0
"thusoh",1,0
"thuspatroclus",1,0
"thusthes",1,0
"thwart",1,0
"thyest",2,0
"thymbra",1,0
"thymbraeus",1,0
"thymoet",1,0
"thyself",11,0
"tibullus",1,0
"tidal",1,0
"tide",56,0
"tidi",1,0
"tidili",1,0
"tie",25,0
"tiger",1,0
"tight",6,0
"tighter",2,0
"till",316,0
"tillag",1,0
"tilld",2,0
"tim",1,0
"timber",9,0
"time",280,0
"timefor",1,0
"timego",1,0
"timehonour",1,0
"timid",1,0
"timor",6,0
"tin",6,0
"tinctur",1,0
"ting",2,0
"tingd",1,0
"tinkl",2,0
"tinsley",2,0
"tip",2,0
"tippd",1,0
"tipto",1,0
"tire",31,0
"tiresom",1,0
"tis",106,0
"tit",1,0
"titan",5,0
"titanian",2,0
"titaresius",1,0
"tithonus",2,0
"tithonusharbing",1,0
"titl",10,0
"tityus",2,0
"tlepolemus",8,0
"tmolus",2,0
"tne",1,0
"toast",1,0
"today",6,0
"toe",1,0
"togeth",76,0
"toi",3,0
"toil",103,0
"toild",3,0
"token",6,0
"told",135,0
"toler",3,0
"toll",1,0
"tomb",27,0
"tombston",1,0
"tomorrow",19,0
"tomorrowth",1,0
"ton",2,0
"tone",4,0
"tong",2,0
"tongu",40,0
"tonight",3,0
"took",232,0
"tool",1,0
"toono",1,0
"tooth",1,0
"toothat",1,0
"top",61,0
"tope",1,0
"topmost",8,0
"topograph",1,0
"topographi",2,0
"toppd",1,0
"toppos",1,0
"tor",1,0
"torch",14,0
"torchlight",3,0
"tore",32,0
"torment",3,0
"torn",21,0
"toro",1,0
"torrent",27,0
"torso",1,0
"tortur",5,0
"toss",18,0
"tossd",18,0
"total",4,0
"totam",1,0
"totter",2,0
"touch",46,0
"touchd",34,0
"touchston",1,0
"tough",7,0
"tounoma",1,0
"tour",1,0
"tournament",2,0
"tous",2,0
"tow",1,0
"toward",82,0
"tower",92,0
"towerd",2,0
"toweri",5,0
"towerlik",3,0
"town",149,0
"towneley",1,0
"townsman",1,0
"townsmen",1,0
"townspeopl",1,0
"towr",3,0
"toy",2,0
"toyou",1,0
"trace",22,0
"track",6,0
"tract",4,0
"trade",6,0
"trademark",20,0
"trademarkcopyright",2,0
"trader",4,0
"tradit",16,0
"traditionari",1,0
"traditionthirlwal",1,0
"tragedi",5,0
"tragedian",1,0
"tragic",1,0
"tragl",1,0
"trail",4,0
"traild",4,0
"train",159,0
"traind",2,0
"traitor",1,0
"traitorgod",1,0
"trajan",1,0
"tramp",20,0
"trampl",7,0
"tranc",1,0
"tranquil",1,0
"tranquill",1,0
"transact",1,0
"transcend",6,0
"transcrib",3,0
"transcript",3,0
"transfer",4,0
"transfix",3,0
"transfixd",7,0
"transform",1,0
"transfus",2,0
"transgress",3,0
"transient",1,0
"transit",2,0
"translat",81,0
"transmiss",1,0
"transmit",1,0
"transpar",1,0
"transpierc",7,0
"transport",20,0
"transpos",1,0
"trap",8,0
"trapanes",1,0
"trapani",15,0
"travel",31,0
"travelld",1,0
"travers",4,0
"treacher",4,0
"treacheri",3,0
"tread",11,0
"treadst",1,0
"treasur",43,0
"treasurechamb",1,0
"treasuri",1,0
"treat",36,0
"treati",2,0
"treatis",4,0
"treatment",7,0
"trechin",1,0
"trechus",1,0
"tree",50,0
"treespear",1,0
"tremanti",1,0
"trembl",167,0
"tremend",13,0
"trench",36,0
"trenchant",1,0
"trenchd",1,0
"trephein",1,0
"tress",4,0
"tri",133,0
"trial",15,0
"tribe",7,0
"tribun",3,0
"tribut",5,0
"tributari",2,0
"tricca",1,0
"trick",8,0
"trickd",1,0
"tricki",1,0
"trickl",5,0
"trident",6,0
"trifl",2,0
"trill",1,0
"triniti",1,0
"trip",3,0
"tripl",4,0
"tripod",21,0
"tripodvas",2,0
"tristram",1,0
"tritoborn",1,0
"tritonia",1,0
"triumph",40,0
"triumphant",23,0
"triumphd",2,0
"trivial",1,0
"troa",4,0
"troad",2,0
"trod",11,0
"trodden",1,0
"troezen",1,0
"troezenian",1,0
"troilus",2,0
"trojan",368,0
"tronchi",1,0
"troop",110,0
"troopsth",1,0
"trop",1,0
"trophi",14,0
"tros",6,0
"troubl",59,0
"troublesom",4,0
"trough",2,0
"troy",425,0
"troycould",1,0
"troythirlwal",1,0
"truce",12,0
"true",57,0
"truest",2,0
"truli",22,0
"trumpet",5,0
"trunk",6,0
"truss",1,0
"trussd",2,0
"trust",52,0
"trusti",3,0
"trustworthi",2,0
"truth",44,0
"tryphiodorus",8,0
"tub",1,0
"tug",6,0
"tuggd",5,0
"tumbl",25,0
"tumbler",2,0
"tumour",2,0
"tumult",31,0
"tumultu",12,0
"tune",8,0
"tunic",2,0
"tunica",2,0
"tuphlous",1,0
"tuqu",1,0
"turbul",1,0
"turf",4,0
"turgid",1,0
"turkish",1,0
"turn",206,0
"turnd",43,0
"turndup",1,0
"turningpoint",1,0
"turnus",1,0
"turp",1,0
"turret",10,0
"turtl",2,0
"tusk",6,0
"tuski",1,0
"tutor",1,0
"twaddl",1,0
"twain",4,0
"twang",4,0
"twangd",3,0
"twas",27,0
"twelfth",4,0
"twelv",84,0
"twelvemonth",2,0
"twenti",41,0
"twentieth",6,0
"twentyfirst",1,0
"twentyfour",1,0
"twentyoar",1,0
"twentysecond",1,0
"twentyseventh",1,0
"twentytwo",2,0
"twice",20,0
"twilight",2,0
"twin",5,0
"twine",1,0
"twinkl",1,0
"twist",11,0
"twit",1,0
"twitter",1,0
"twixt",4,0
"two",280,0
"twoandthirtieth",1,0
"twoandtwenti",1,0
"twoedg",2,0
"twohandl",1,0
"twomil",1,0
"twothird",2,0
"txt",2,0
"tychia",1,0
"tychius",1,0
"tydeus",26,0
"tydid",70,0
"tyndareus",1,0
"tyndarus",1,0
"type",7,0
"typhoeus",1,0
"typhon",1,0
"typic",1,0
"tyrant",26,0
"tyrian",5,0
"tyrinth",1,0
"tyro",3,0
"tyrrhenia",1,0
"tyrtaeus",1,0
"tzetz",1,0
"uber",1,0
"ucalegon",1,0
"udder",1,0
"ultim",2,0
"ultrarefin",1,0
"ulyss",769,0
"ulyssesfor",1,0
"ulyssess",1,0
"ulyssestheoclymenus",1,0
"umberd",1,0
"umbrag",1,0
"umneasurd",1,0
"unab",1,0
"unabl",16,0
"unaccount",1,0
"unacquaint",1,0
"unact",6,0
"unador",1,0
"unadorn",1,0
"unaffect",1,0
"unaid",5,0
"unalter",1,0
"unanim",2,0
"unappeas",1,0
"unarmd",7,0
"unaskd",1,0
"unassist",5,0
"unattend",3,0
"unavail",13,0
"unaw",1,0
"unawar",1,0
"unbar",2,0
"unbarrd",2,0
"unbath",2,0
"unbecom",1,0
"unbeliev",1,0
"unbend",2,0
"unbent",1,0
"unbid",2,0
"unbidden",2,0
"unblend",2,0
"unblessd",4,0
"unbodi",1,0
"unborn",4,0
"unbound",15,0
"unbrac",10,0
"unbreak",1,0
"unbrok",2,0
"unbroken",2,0
"unbuckl",1,0
"unburi",3,0
"uncar",1,0
"unceas",1,0
"uncertain",7,0
"uncertainti",4,0
"unchang",2,0
"uncheckt",1,0
"uncivil",1,0
"uncivilis",4,0
"uncl",7,0
"unclos",1,0
"uncloud",1,0
"uncomfort",2,0
"uncommon",5,0
"unconfin",1,0
"unconquer",1,0
"unconquerd",14,0
"unconsci",9,0
"uncontrol",1,0
"uncontrolld",7,0
"uncorrupt",3,0
"uncov",3,0
"uncoverd",1,0
"undaunt",10,0
"undecayd",1,0
"undeceiv",1,0
"undefil",1,0
"undergo",3,0
"undergon",2,0
"underground",1,0
"underlin",1,0
"undermin",3,0
"underneath",5,0
"understand",39,0
"understandsend",1,0
"understood",5,0
"undertak",15,0
"undertaken",1,0
"undeserv",1,0
"undetermin",2,0
"undid",1,0
"undisciplin",1,0
"undisfigur",1,0
"undissembl",1,0
"undistinguish",1,0
"undistinguishd",7,0
"undisturb",2,0
"undo",2,0
"undon",7,0
"undoubt",3,0
"undress",3,0
"undri",1,0
"undrossi",1,0
"undul",1,0
"uneasi",3,0
"uneaten",1,0
"uneduc",1,0
"unemploy",1,0
"unenforc",2,0
"unequ",10,0
"unequal",3,0
"unequalld",1,0
"uner",11,0
"unexpect",2,0
"unextinguishd",2,0
"unfad",1,0
"unfail",1,0
"unfair",1,0
"unfaith",3,0
"unfasten",2,0
"unfeminin",1,0
"unfinishd",3,0
"unfit",3,0
"unfold",10,0
"unforeseen",2,0
"unforgiv",1,0
"unfortifi",1,0
"unfortun",9,0
"unfre",1,0
"unfrequ",2,0
"unfriend",1,0
"unfruit",1,0
"ungener",4,0
"ungentl",1,0
"ungovernd",1,0
"ungrac",1,0
"ungraft",1,0
"ungrat",8,0
"unguard",5,0
"unguent",1,0
"unguid",1,0
"unhappi",66,0
"unhappili",1,0
"unhar",1,0
"unharm",4,0
"unharmd",2,0
"unharnessd",1,0
"unheard",4,0
"unheed",6,0
"unhelpd",1,0
"unholi",1,0
"unhonourd",2,0
"unhurt",1,0
"uniform",5,0
"unimport",3,0
"uninjur",4,0
"uninspir",2,0
"unintellig",1,0
"uninterrd",2,0
"uninvit",2,0
"union",6,0
"unison",1,0
"unit",50,0
"unitedmur",1,0
"uniti",13,0
"univers",11,0
"unjust",12,0
"unk",1,0
"unkempt",1,0
"unkind",2,0
"unkindl",1,0
"unknow",3,0
"unknown",18,0
"unlaw",1,0
"unlearn",1,0
"unless",26,0
"unlik",4,0
"unlimit",1,0
"unlink",2,0
"unloos",5,0
"unlucki",2,0
"unmaim",1,0
"unman",9,0
"unmangl",1,0
"unmannd",1,0
"unmarri",1,0
"unmatch",1,0
"unmatchd",6,0
"unmeasur",8,0
"unmind",4,0
"unmixd",3,0
"unmodifi",1,0
"unmolest",1,0
"unmov",17,0
"unmovd",3,0
"unnecessari",2,0
"unnerv",3,0
"unnumberd",9,0
"unobserv",4,0
"unpaid",1,0
"unperceiv",2,0
"unperishd",1,0
"unpick",4,0
"unpiti",6,0
"unpopular",1,0
"unpractis",2,0
"unprofit",1,0
"unpropiti",1,0
"unprotect",2,0
"unpunishd",2,0
"unquestiond",1,0
"unransomd",1,0
"unravel",1,0
"unravishd",1,0
"unreason",1,0
"unrecordedtil",3,0
"unredressd",1,0
"unregard",3,0
"unrel",8,0
"unremov",1,0
"unreprov",1,0
"unresignd",1,0
"unresist",9,0
"unresolv",1,0
"unrestraind",1,0
"unreveng",11,0
"unrevengd",1,0
"unreward",1,0
"unright",1,0
"unripend",1,0
"unrival",2,0
"unrivalld",9,0
"unrolld",1,0
"unruli",2,0
"unsaid",1,0
"unsanguin",1,0
"unsavouri",1,0
"unseald",1,0
"unseem",5,0
"unseen",15,0
"unsettl",1,0
"unsewn",1,0
"unshaken",1,0
"unsheath",1,0
"unskil",4,0
"unskilld",8,0
"unsleep",1,0
"unsolicit",2,0
"unsown",1,0
"unspeak",1,0
"unspoken",1,0
"unstaind",2,0
"unstamp",1,0
"unstr",1,0
"unsubdu",1,0
"unsubstanti",1,0
"unsuccess",5,0
"unsuit",1,0
"unsulli",3,0
"unsupport",2,0
"unsuspici",2,0
"untaint",1,0
"untaken",1,0
"untam",7,0
"untast",3,0
"untaught",2,0
"unten",1,0
"unterrifi",1,0
"unthink",2,0
"unthought",1,0
"unti",4,0
"until",1,0
"untim",13,0
"untir",2,0
"unto",1,0
"untold",2,0
"untouchd",11,0
"untrodden",1,0
"untwin",1,0
"unus",3,0
"unusu",5,0
"unutter",4,0
"unwak",2,0
"unwari",6,0
"unwarili",1,0
"unwarlik",2,0
"unwashd",1,0
"unwast",1,0
"unweari",10,0
"unwelcom",1,0
"unwept",3,0
"unwieldi",5,0
"unwil",19,0
"unwis",2,0
"unworthi",13,0
"unyield",1,0
"unyok",2,0
"upa",1,0
"upborn",1,0
"upbraid",9,0
"updat",3,0
"upheav",3,0
"upheld",2,0
"uphold",3,0
"upland",2,0
"uplift",7,0
"upon",391,0
"uponaft",1,0
"upper",20,0
"upreard",1,0
"upright",8,0
"upris",1,0
"uproar",5,0
"uproot",4,0
"upros",2,0
"upset",1,0
"upspring",1,0
"upsprung",1,0
"upstair",18,0
"upstart",1,0
"upward",8,0
"urg",105,0
"urgent",3,0
"uriel",1,0
"urn",17,0
"urtheilsr",1,0
"usag",2,0
"usascii",1,0
"usato",1,0
"use",151,0
"useless",12,0
"user",6,0
"usfrom",1,0
"usher",1,0
"usual",17,0
"usurp",4,0
"util",1,0
"utmost",30,0
"utter",15,0
"uttermost",2,0
"vagabond",2,0
"vagrant",2,0
"vain",256,0
"vainest",2,0
"vainh",1,0
"vainlet",1,0
"vainth",2,0
"vainthough",1,0
"vale",20,0
"valer",1,0
"valerius",1,0
"valiant",61,0
"valley",7,0
"valour",28,0
"valu",18,0
"valuabl",7,0
"valuea",1,0
"valueseven",1,0
"valv",1,0
"van",8,0
"vanilla",5,0
"vanish",5,0
"vanishd",9,0
"vaniti",5,0
"vanquish",6,0
"vanquishd",16,0
"vantag",3,0
"vapour",20,0
"vari",6,0
"variat",2,0
"varieti",8,0
"various",50,0
"variouscolourd",2,0
"vase",15,0
"vassal",4,0
"vast",50,0
"vaster",1,0
"vault",11,0
"vaunt",24,0
"vaunter",1,0
"vaux",1,0
"vece",1,0
"veget",1,0
"vehement",1,0
"vehicl",1,0
"veil",38,0
"veild",7,0
"vein",13,0
"velleius",1,0
"vener",22,0
"venet",1,0
"venetian",1,0
"veng",28,0
"vengeanc",68,0
"venomd",1,0
"vent",19,0
"ventur",18,0
"venus",64,0
"ver",2,0
"verbal",3,0
"verbatim",1,0
"verdant",7,0
"verdur",1,0
"verg",16,0
"vermilion",1,0
"vernal",1,0
"vers",20,0
"versif",3,0
"version",14,0
"vessel",62,0
"vest",11,0
"vestal",1,0
"vestibul",1,0
"vestur",1,0
"vex",6,0
"vexat",1,0
"vexd",3,0
"vezzi",1,0
"via",1,0
"vibrat",2,0
"vice",4,0
"vicious",1,0
"vicissitud",1,0
"vico",1,0
"victim",53,0
"victor",70,0
"victori",32,0
"victual",4,0
"vide",2,0
"vie",5,0
"view",120,0
"viewd",28,0
"vigil",1,0
"vigor",15,0
"vigour",27,0
"vii",12,0
"viii",11,0
"vile",10,0
"vilest",2,0
"villag",2,0
"villaini",2,0
"vindic",6,0
"vindict",1,0
"vine",15,0
"vineyard",10,0
"vini",1,0
"violat",6,0
"violenc",12,0
"violent",4,0
"violet",4,0
"virg",2,0
"virgil",72,0
"virgilgrot",1,0
"virgin",11,0
"virtu",33,0
"virtuous",4,0
"virul",1,0
"virus",2,0
"vis",1,0
"visag",6,0
"visibl",3,0
"vision",15,0
"visionari",3,0
"visiongrot",1,0
"visit",37,0
"visitor",6,0
"visor",2,0
"vit",4,0
"vital",12,0
"vivid",4,0
"vivida",1,0
"vixen",1,0
"viz",2,0
"vocal",1,0
"vocari",1,0
"voic",130,0
"void",10,0
"vol",53,0
"volubl",1,0
"volum",5,0
"volunt",15,0
"voluntari",2,0
"vomit",2,0
"voraci",2,0
"vortex",1,0
"votari",1,0
"vote",6,0
"vouch",2,0
"vouchsaf",15,0
"vow",42,0
"vowd",9,0
"vowel",1,0
"voyag",44,0
"voyageand",1,0
"voyagefor",1,0
"voyagewhat",1,0
"vue",1,0
"vulcan",71,0
"vulcanian",6,0
"vulgar",22,0
"vultur",22,0
"vxiii",2,0
"wade",2,0
"waft",7,0
"wag",4,0
"wage",18,0
"wager",1,0
"waggon",16,0
"wail",9,0
"waild",3,0
"wain",8,0
"waist",3,0
"wait",113,0
"waitfor",3,0
"waiv",1,0
"wakd",1,0
"wake",40,0
"waken",2,0
"walk",25,0
"wall",237,0
"walld",2,0
"wallet",9,0
"wallow",1,0
"walter",1,0
"wan",1,0
"wand",15,0
"wander",45,0
"wanderd",3,0
"wanderest",1,0
"wane",3,0
"want",143,0
"wanton",8,0
"war",440,0
"warbl",2,0
"warcri",1,0
"ward",6,0
"wardrob",3,0
"warfar",1,0
"wari",5,0
"warili",1,0
"warlik",28,0
"warm",62,0
"warmd",7,0
"warmer",4,0
"warmth",12,0
"warn",18,0
"warnd",8,0
"warp",1,0
"warrant",3,0
"warranti",10,0
"warrd",2,0
"warrior",192,0
"warriorchief",1,0
"warriorgod",1,0
"warriorshield",1,0
"warriortrain",1,0
"wash",82,0
"washd",8,0
"washerwoman",1,0
"washingcistern",1,0
"wasp",2,0
"wass",1,0
"wast",59,0
"watch",54,0
"watchd",8,0
"watchman",1,0
"watchtow",3,0
"water",175,0
"waterand",1,0
"waterd",2,0
"wateri",40,0
"waterlov",1,0
"watersprinkl",1,0
"waterwhich",1,0
"watri",1,0
"wave",129,0
"waver",6,0
"wavr",1,0
"wax",5,0
"waxen",1,0
"way",360,0
"wayat",1,0
"wayfar",5,0
"weak",19,0
"weaken",3,0
"weaker",1,0
"weakest",2,0
"weakl",1,0
"weal",5,0
"wealth",34,0
"wealthi",16,0
"weapon",55,0
"wear",27,0
"weari",18,0
"weather",5,0
"weav",5,0
"web",17,0
"wed",18,0
"wedg",12,0
"wedlock",1,0
"weed",1,0
"week",2,0
"weep",74,0
"weigh",11,0
"weighd",1,0
"weight",34,0
"weighti",24,0
"welcker",2,0
"welcom",23,0
"welcomefor",1,0
"welfar",1,0
"well",197,0
"wellaimd",2,0
"wellappoint",1,0
"wellarmd",1,0
"wellbreathd",2,0
"wellbuilt",3,0
"wellcompact",2,0
"wellcons",1,0
"welldirect",1,0
"welldispos",5,0
"welldisput",1,0
"welldissembl",1,0
"wellf",4,0
"wellfit",1,0
"wellfought",5,0
"wellfound",1,0
"wellguard",1,0
"wellknown",10,0
"welllabourd",1,0
"welllook",1,0
"wellmad",2,0
"wellmark",1,0
"wellmat",1,0
"wellmatch",1,0
"wellomen",1,0
"wellpleas",1,0
"wellpli",1,0
"wellprov",1,0
"wellrang",1,0
"wellriggd",1,0
"wellripen",1,0
"wellsewn",1,0
"wellskilld",1,0
"wellspent",1,0
"wellstock",1,0
"wellstor",1,0
"wellstrung",1,0
"welltaught",1,0
"welltemp",1,0
"welltemperd",2,0
"welltil",1,0
"welltim",1,0
"welltodo",1,0
"wellturnd",1,0
"welter",1,0
"went",331,0
"wept",34,0
"wert",4,0
"west",27,0
"wester",2,0
"western",7,0
"westmacott",1,0
"westwind",1,0
"wet",7,0
"weth",1,0
"whale",1,0
"what",2,0
"whateer",17,0
"whatev",48,0
"whatsoeer",2,0
"whatsoev",6,0
"wheat",8,0
"wheatgrow",3,0
"wheel",44,0
"wheeld",1,0
"whelm",6,0
"whelmd",6,0
"whelp",1,0
"whenc",31,0
"whencesoev",1,0
"wheneer",3,0
"whenev",9,0
"whensoev",1,0
"where",1,0
"wherea",17,0
"whereabout",1,0
"wherebi",2,0
"whereer",8,0
"wherefor",5,0
"wherein",8,0
"whereon",55,0
"whereso",1,0
"whereupon",3,0
"wherev",11,0
"wherewith",1,0
"whet",1,0
"whether",116,0
"whey",2,0
"whichev",3,0
"whilst",4,0
"whine",3,0
"whip",6,0
"whirl",25,0
"whirld",10,0
"whirlpool",5,0
"whirlwind",21,0
"whisper",7,0
"whistl",9,0
"whit",1,0
"white",41,0
"whitearmd",3,0
"whiten",10,0
"whitend",3,0
"whiter",1,0
"whitewash",1,0
"whither",15,0
"whizz",2,0
"whizzd",1,0
"whoeer",8,0
"whoever",14,0
"whole",204,0
"wholesal",1,0
"wholesom",7,0
"wholew",1,0
"wholli",12,0
"whomsoev",2,0
"whose",285,0
"whosoeer",1,0
"wick",32,0
"wicked",6,0
"wicker",2,0
"wide",101,0
"widedesert",1,0
"wideextend",3,0
"wideopen",2,0
"wider",2,0
"widest",4,0
"widewast",1,0
"widewaterd",1,0
"widow",3,0
"widowd",2,0
"wield",28,0
"wife",128,0
"wil",2,0
"wilberforc",1,0
"wild",53,0
"wilder",4,0
"wile",3,0
"wili",2,0
"will",933,0
"willd",5,0
"willeven",1,0
"willing",1,0
"willow",2,0
"wilt",4,0
